"module name","license","repository"
"@babel/plugin-proposal-object-rest-spread@7.19.4","MIT","https://github.com/babel/babel"
"@babel/plugin-proposal-optional-catch-binding@7.18.6","MIT","https://github.com/babel/babel"
"@babel/plugin-proposal-optional-chaining@7.18.9","MIT","https://github.com/babel/babel"
"@babel/plugin-proposal-private-methods@7.18.6","MIT","https://github.com/babel/babel"
"@babel/plugin-proposal-private-property-in-object@7.18.6","MIT","https://github.com/babel/babel"
"@babel/plugin-proposal-unicode-property-regex@7.18.6","MIT","https://github.com/babel/babel"
"@babel/plugin-syntax-async-generators@7.8.4","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-syntax-async-generators"
"@babel/plugin-syntax-class-properties@7.12.13","MIT","https://github.com/babel/babel"
"@babel/plugin-syntax-class-static-block@7.14.5","MIT","https://github.com/babel/babel"
"@babel/plugin-syntax-dynamic-import@7.8.3","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-syntax-dynamic-import"
"@babel/plugin-syntax-export-namespace-from@7.8.3","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-syntax-export-namespace-from"
"@babel/plugin-syntax-import-assertions@7.20.0","MIT","https://github.com/babel/babel"
"@babel/plugin-syntax-json-strings@7.8.3","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-syntax-json-strings"
"@babel/plugin-syntax-logical-assignment-operators@7.10.4","MIT","https://github.com/babel/babel"
"@babel/plugin-syntax-nullish-coalescing-operator@7.8.3","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-syntax-nullish-coalescing-operator"
"@babel/plugin-syntax-numeric-separator@7.10.4","MIT","https://github.com/babel/babel"
"@babel/plugin-syntax-object-rest-spread@7.8.3","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-syntax-object-rest-spread"
"@babel/plugin-syntax-optional-catch-binding@7.8.3","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-syntax-optional-catch-binding"
"@babel/plugin-syntax-optional-chaining@7.8.3","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-syntax-optional-chaining"
"@babel/plugin-syntax-private-property-in-object@7.14.5","MIT","https://github.com/babel/babel"
"@babel/plugin-syntax-top-level-await@7.14.5","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-arrow-functions@7.18.6","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-async-to-generator@7.18.6","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-block-scoped-functions@7.18.6","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-block-scoping@7.20.0","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-classes@7.19.0","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-computed-properties@7.18.9","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-destructuring@7.20.0","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-dotall-regex@7.18.6","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-duplicate-keys@7.18.9","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-exponentiation-operator@7.18.6","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-for-of@7.18.8","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-function-name@7.18.9","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-literals@7.18.9","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-member-expression-literals@7.18.6","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-modules-amd@7.19.6","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-modules-commonjs@7.19.6","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-modules-systemjs@7.19.6","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-modules-umd@7.18.6","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-named-capturing-groups-regex@7.19.1","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-new-target@7.18.6","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-object-super@7.18.6","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-parameters@7.18.8","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-property-literals@7.18.6","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-regenerator@7.18.6","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-reserved-words@7.18.6","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-runtime@7.18.10","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-shorthand-properties@7.18.6","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-spread@7.19.0","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-sticky-regex@7.18.6","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-template-literals@7.18.9","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-typeof-symbol@7.18.9","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-unicode-escapes@7.18.10","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-unicode-regex@7.18.6","MIT","https://github.com/babel/babel"
"@babel/preset-env@7.18.10","MIT","https://github.com/babel/babel"
"@babel/preset-modules@0.1.5","MIT","https://github.com/babel/preset-modules"
"@babel/runtime@7.18.9","MIT","https://github.com/babel/babel"
"@babel/template@7.18.10","MIT","https://github.com/babel/babel"
"@babel/traverse@7.20.0","MIT","https://github.com/babel/babel"
"@babel/types@7.20.0","MIT","https://github.com/babel/babel"
"@cspotcode/source-map-support@0.8.1","MIT","https://github.com/cspotcode/node-source-map-support"
"@csstools/postcss-cascade-layers@1.1.1","CC0-1.0","https://github.com/csstools/postcss-plugins"
"@csstools/postcss-color-function@1.1.1","CC0-1.0","https://github.com/csstools/postcss-plugins"
"@csstools/postcss-font-format-keywords@1.0.1","CC0-1.0","https://github.com/csstools/postcss-plugins"
"@csstools/postcss-hwb-function@1.0.2","CC0-1.0","https://github.com/csstools/postcss-plugins"
"@csstools/postcss-ic-unit@1.0.1","CC0-1.0","https://github.com/csstools/postcss-plugins"
"@csstools/postcss-is-pseudo-class@2.0.7","CC0-1.0","https://github.com/csstools/postcss-plugins"
"@csstools/postcss-nested-calc@1.0.0","CC0-1.0","https://github.com/csstools/postcss-plugins"
"@csstools/postcss-normalize-display-values@1.0.1","CC0-1.0","https://github.com/csstools/postcss-plugins"
"@csstools/postcss-oklab-function@1.1.1","CC0-1.0","https://github.com/csstools/postcss-plugins"
"@csstools/postcss-progressive-custom-properties@1.3.0","CC0-1.0","https://github.com/csstools/postcss-plugins"
"@csstools/postcss-stepped-value-functions@1.0.1","CC0-1.0","https://github.com/csstools/postcss-plugins"
"@csstools/postcss-text-decoration-shorthand@1.0.0","CC0-1.0","https://github.com/csstools/postcss-plugins"
"@csstools/postcss-trigonometric-functions@1.0.2","CC0-1.0","https://github.com/csstools/postcss-plugins"
"@csstools/postcss-unset-value@1.0.2","CC0-1.0","https://github.com/csstools/postcss-plugins"
"@csstools/selector-specificity@2.0.2","CC0-1.0","https://github.com/csstools/postcss-plugins"
"@cypress/request@2.88.10","Apache-2.0","https://github.com/cypress-io/request"
"@cypress/xvfb@1.2.4","MIT","https://github.com/cypress-io/xvfb"
"@datorama/akita-ngdevtools@6.0.1","Apache-2.0","https://github.com/datorama/akita"
"@datorama/akita@6.2.4","Apache-2.0","https://github.com/datorama/akita"
"@discoveryjs/json-ext@0.5.7","MIT","https://github.com/discoveryjs/json-ext"
"@eslint/eslintrc@1.0.5","MIT","https://github.com/eslint/eslintrc"
"@fortawesome/angular-fontawesome@0.11.1","MIT","https://github.com/FortAwesome/angular-fontawesome"
"@fortawesome/fontawesome-common-types@0.3.0","MIT","https://github.com/FortAwesome/Font-Awesome"
"@fortawesome/fontawesome-common-types@6.2.0","MIT","https://github.com/FortAwesome/Font-Awesome"
"@fortawesome/fontawesome-svg-core@6.2.0","MIT","https://github.com/FortAwesome/Font-Awesome"
"@fortawesome/free-brands-svg-icons@6.0.0","(CC-BY-4.0 AND MIT)","https://github.com/FortAwesome/Font-Awesome"
"@fortawesome/free-solid-svg-icons@6.0.0","(CC-BY-4.0 AND MIT)","https://github.com/FortAwesome/Font-Awesome"
"@gar/promisify@1.1.3","MIT","https://github.com/wraithgar/gar-promisify"
"@humanwhocodes/config-array@0.9.3","Apache-2.0","https://github.com/humanwhocodes/config-array"
"@humanwhocodes/object-schema@1.2.1","BSD-3-Clause","https://github.com/humanwhocodes/object-schema"
"@istanbuljs/load-nyc-config@1.1.0","ISC","https://github.com/istanbuljs/load-nyc-config"
"@istanbuljs/schema@0.1.3","MIT","https://github.com/istanbuljs/schema"
"@jridgewell/gen-mapping@0.1.1","MIT","https://github.com/jridgewell/gen-mapping"
"@jridgewell/gen-mapping@0.3.2","MIT","https://github.com/jridgewell/gen-mapping"
"@jridgewell/resolve-uri@3.1.0","MIT","https://github.com/jridgewell/resolve-uri"
"@jridgewell/set-array@1.1.2","MIT","https://github.com/jridgewell/set-array"
"@jridgewell/source-map@0.3.2","MIT","https://github.com/jridgewell/source-map"
"@jridgewell/sourcemap-codec@1.4.14","MIT","https://github.com/jridgewell/sourcemap-codec"
"@jridgewell/trace-mapping@0.3.17","MIT","https://github.com/jridgewell/trace-mapping"
"@jridgewell/trace-mapping@0.3.9","MIT","https://github.com/jridgewell/trace-mapping"
"@leichtgewicht/ip-codec@2.0.4","MIT","https://github.com/martinheidegger/ip-codec"
"@ngneat/forms-manager@2.5.0","MIT",""
"@ngtools/webpack@14.2.7","MIT","https://github.com/angular/angular-cli"
"@nodelib/fs.scandir@2.1.5","MIT","https://github.com/nodelib/nodelib/tree/master/packages/fs/fs.scandir"
"@nodelib/fs.stat@2.0.5","MIT","https://github.com/nodelib/nodelib/tree/master/packages/fs/fs.stat"
"@nodelib/fs.walk@1.2.8","MIT","https://github.com/nodelib/nodelib/tree/master/packages/fs/fs.walk"
"@npmcli/fs@2.1.2","ISC","https://github.com/npm/fs"
"@npmcli/git@3.0.2","ISC","https://github.com/npm/git"
"@npmcli/installed-package-contents@1.0.7","ISC","https://github.com/npm/installed-package-contents"
"@npmcli/move-file@2.0.1","MIT","https://github.com/npm/move-file"
"@npmcli/node-gyp@2.0.0","ISC","https://github.com/npm/node-gyp"
"@npmcli/promise-spawn@3.0.0","ISC","https://github.com/npm/promise-spawn"
"@npmcli/run-script@4.2.1","ISC","https://github.com/npm/run-script"
"@popperjs/core@2.11.2","MIT","https://github.com/popperjs/popper-core"
"@schematics/angular@14.2.7","MIT","https://github.com/angular/angular-cli"
"@schematics/angular@8.3.29","MIT","https://github.com/angular/angular-cli"
"@schematics/update@0.803.29","MIT","https://github.com/angular/angular-cli"
"@socket.io/base64-arraybuffer@1.0.2","MIT","https://github.com/socketio/base64-arraybuffer"
"@tootallnate/once@2.0.0","MIT","https://github.com/TooTallNate/once"
"@tsconfig/node10@1.0.8","MIT","https://github.com/tsconfig/bases"
"@tsconfig/node12@1.0.9","MIT","https://github.com/tsconfig/bases"
"@tsconfig/node14@1.0.1","MIT","https://github.com/tsconfig/bases"
"@tsconfig/node16@1.0.2","MIT","https://github.com/tsconfig/bases"
"@types/body-parser@1.19.2","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/bonjour@3.5.10","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/component-emitter@1.2.11","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/connect-history-api-fallback@1.3.5","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/connect@3.4.35","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/cookie@0.4.1","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/cors@2.8.12","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/cytoscape@3.19.4","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/elasticsearch@5.0.40","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/eslint-scope@3.7.4","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/eslint@8.4.8","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/estree@0.0.51","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/express-serve-static-core@4.17.31","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/express@4.17.14","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/http-proxy@1.17.9","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/jasmine@3.10.3","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/jquery@3.5.13","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/json-schema@7.0.9","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/marked@4.0.7","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/mime@3.0.1","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/node@14.18.10","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/node@15.14.9","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/parse-json@4.0.0","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/qs@6.9.7","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/range-parser@1.2.4","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/retry@0.12.0","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/serve-index@1.9.1","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/serve-static@1.15.0","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/sinonjs__fake-timers@6.0.4","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/sizzle@2.3.3","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/sockjs@0.3.33","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/ws@8.5.3","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/yauzl@2.9.2","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@typescript-eslint/eslint-plugin@5.3.0","MIT","https://github.com/typescript-eslint/typescript-eslint"
"@typescript-eslint/experimental-utils@5.3.0","MIT","https://github.com/typescript-eslint/typescript-eslint"
"@typescript-eslint/parser@5.3.0","BSD-2-Clause","https://github.com/typescript-eslint/typescript-eslint"
"@typescript-eslint/scope-manager@5.29.0","MIT","https://github.com/typescript-eslint/typescript-eslint"
"@typescript-eslint/scope-manager@5.3.0","MIT","https://github.com/typescript-eslint/typescript-eslint"
"@typescript-eslint/scope-manager@5.37.0","MIT","https://github.com/typescript-eslint/typescript-eslint"
"@typescript-eslint/type-utils@5.37.0","MIT","https://github.com/typescript-eslint/typescript-eslint"
"@typescript-eslint/types@5.29.0","MIT","https://github.com/typescript-eslint/typescript-eslint"
"@typescript-eslint/types@5.3.0","MIT","https://github.com/typescript-eslint/typescript-eslint"
"@typescript-eslint/types@5.37.0","MIT","https://github.com/typescript-eslint/typescript-eslint"
"@typescript-eslint/typescript-estree@5.29.0","BSD-2-Clause","https://github.com/typescript-eslint/typescript-eslint"
"@typescript-eslint/typescript-estree@5.3.0","BSD-2-Clause","https://github.com/typescript-eslint/typescript-eslint"
"@typescript-eslint/typescript-estree@5.37.0","BSD-2-Clause","https://github.com/typescript-eslint/typescript-eslint"
"@typescript-eslint/utils@5.29.0","MIT","https://github.com/typescript-eslint/typescript-eslint"
"@typescript-eslint/utils@5.37.0","MIT","https://github.com/typescript-eslint/typescript-eslint"
"@typescript-eslint/visitor-keys@5.29.0","MIT","https://github.com/typescript-eslint/typescript-eslint"
"@typescript-eslint/visitor-keys@5.3.0","MIT","https://github.com/typescript-eslint/typescript-eslint"
"@typescript-eslint/visitor-keys@5.37.0","MIT","https://github.com/typescript-eslint/typescript-eslint"
"@webassemblyjs/ast@1.11.1","MIT","https://github.com/xtuc/webassemblyjs"
"@webassemblyjs/floating-point-hex-parser@1.11.1","MIT","https://github.com/xtuc/webassemblyjs"
"@webassemblyjs/helper-api-error@1.11.1","MIT","https://github.com/xtuc/webassemblyjs"
"@webassemblyjs/helper-buffer@1.11.1","MIT","https://github.com/xtuc/webassemblyjs"
"@webassemblyjs/helper-numbers@1.11.1","MIT","https://github.com/xtuc/webassemblyjs"
"@webassemblyjs/helper-wasm-bytecode@1.11.1","MIT","https://github.com/xtuc/webassemblyjs"
"@webassemblyjs/helper-wasm-section@1.11.1","MIT","https://github.com/xtuc/webassemblyjs"
"@webassemblyjs/ieee754@1.11.1","MIT","https://github.com/xtuc/webassemblyjs"
"@webassemblyjs/leb128@1.11.1","Apache-2.0","https://github.com/xtuc/webassemblyjs"
"@webassemblyjs/utf8@1.11.1","MIT","https://github.com/xtuc/webassemblyjs"
"@webassemblyjs/wasm-edit@1.11.1","MIT","https://github.com/xtuc/webassemblyjs"
"@webassemblyjs/wasm-gen@1.11.1","MIT","https://github.com/xtuc/webassemblyjs"
"@webassemblyjs/wasm-opt@1.11.1","MIT","https://github.com/xtuc/webassemblyjs"
"@webassemblyjs/wasm-parser@1.11.1","MIT","https://github.com/xtuc/webassemblyjs"
"@webassemblyjs/wast-printer@1.11.1","MIT","https://github.com/xtuc/webassemblyjs"
"@xtuc/ieee754@1.2.0","BSD-3-Clause","https://github.com/feross/ieee754"
"@xtuc/long@4.2.2","Apache-2.0","https://github.com/dcodeIO/long.js"
"@yarnpkg/lockfile@1.1.0","BSD-2-Clause","https://github.com/yarnpkg/yarn/blob/master/packages/lockfile"
"JSONStream@1.3.5","(MIT OR Apache-2.0)","https://github.com/dominictarr/JSONStream"
"abab@2.0.6","BSD-3-Clause","https://github.com/jsdom/abab"
"abbrev@1.1.1","ISC","https://github.com/isaacs/abbrev-js"
"academicons@1.9.1","OFL-1.1","https://github.com/jpswalsh/academicons"
"accepts@1.3.8","MIT","https://github.com/jshttp/accepts"
"ace-builds@1.4.14","BSD-3-Clause","https://github.com/ajaxorg/ace-builds"
"acorn-import-assertions@1.8.0","MIT","https://github.com/xtuc/acorn-import-assertions"
"acorn-jsx@5.3.2","MIT","https://github.com/acornjs/acorn-jsx"
"acorn-walk@8.2.0","MIT","https://github.com/acornjs/acorn"
"acorn@8.8.1","MIT","https://github.com/acornjs/acorn"
"adjust-sourcemap-loader@4.0.0","MIT","https://github.com/bholloway/adjust-sourcemap-loader"
"agent-base@4.2.1","MIT","https://github.com/TooTallNate/node-agent-base"
"agent-base@4.3.0","MIT","https://github.com/TooTallNate/node-agent-base"
"agent-base@6.0.2","MIT","https://github.com/TooTallNate/node-agent-base"
"agentkeepalive@3.5.2","MIT","https://github.com/node-modules/agentkeepalive"
"agentkeepalive@4.2.1","MIT","https://github.com/node-modules/agentkeepalive"
"aggregate-error@3.1.0","MIT","https://github.com/sindresorhus/aggregate-error"
"ajv-formats@2.1.1","MIT","https://github.com/ajv-validator/ajv-formats"
"ajv-keywords@3.5.2","MIT","https://github.com/epoberezkin/ajv-keywords"
"ajv-keywords@5.1.0","MIT","https://github.com/epoberezkin/ajv-keywords"
"ajv@6.12.3","MIT","https://github.com/ajv-validator/ajv"
"ajv@6.12.6","MIT","https://github.com/ajv-validator/ajv"
"ajv@8.11.0","MIT","https://github.com/ajv-validator/ajv"
"angular-tag-cloud-module@14.0.0","MIT*","https://github.com/d-koppenhagen/angular-tag-cloud-module"
"ansi-colors@4.1.3","MIT","https://github.com/doowb/ansi-colors"
"ansi-escapes@4.3.2","MIT","https://github.com/sindresorhus/ansi-escapes"
"ansi-html-community@0.0.8","Apache-2.0","https://github.com/mahdyar/ansi-html-community"
"ansi-regex@5.0.1","MIT","https://github.com/chalk/ansi-regex"
"ansi-styles@3.2.1","MIT","https://github.com/chalk/ansi-styles"
"ansi-styles@4.3.0","MIT","https://github.com/chalk/ansi-styles"
"anymatch@3.1.2","ISC","https://github.com/micromatch/anymatch"
"aproba@1.2.0","ISC","https://github.com/iarna/aproba"
"aproba@2.0.0","ISC","https://github.com/iarna/aproba"
"arch@2.2.0","MIT","https://github.com/feross/arch"
"are-we-there-yet@3.0.1","ISC","https://github.com/npm/are-we-there-yet"
"arg@4.1.3","MIT","https://github.com/zeit/arg"
"argparse@1.0.10","MIT","https://github.com/nodeca/argparse"
"argparse@2.0.1","Python-2.0","https://github.com/nodeca/argparse"
"aria-query@5.0.0","Apache-2.0","https://github.com/A11yance/aria-query"
"aria-query@5.0.2","Apache-2.0","https://github.com/A11yance/aria-query"
"array-find-index@1.0.2","MIT","https://github.com/sindresorhus/array-find-index"
"array-flatten@1.1.1","MIT","https://github.com/blakeembrey/array-flatten"
"array-flatten@2.1.2","MIT","https://github.com/blakeembrey/array-flatten"
"array-union@1.0.2","MIT","https://github.com/sindresorhus/array-union"
"array-union@2.1.0","MIT","https://github.com/sindresorhus/array-union"
"array-uniq@1.0.3","MIT","https://github.com/sindresorhus/array-uniq"
"asap@2.0.6","MIT","https://github.com/kriskowal/asap"
"asn1@0.2.6","MIT","https://github.com/joyent/node-asn1"
"assert-plus@1.0.0","MIT","https://github.com/mcavage/node-assert-plus"
"astral-regex@2.0.0","MIT","https://github.com/kevva/astral-regex"
"async@2.6.4","MIT","https://github.com/caolan/async"
"async@3.2.3","MIT","https://github.com/caolan/async"
"asynckit@0.4.0","MIT","https://github.com/alexindigo/asynckit"
"at-least-node@1.0.0","ISC","https://github.com/RyanZim/at-least-node"
"autoprefixer@10.4.13","MIT","https://github.com/postcss/autoprefixer"
"aws-sign2@0.7.0","Apache-2.0","https://github.com/mikeal/aws-sign"
"aws4@1.11.0","MIT","https://github.com/mhart/aws4"
"axe-core@4.4.3","MPL-2.0","https://github.com/dequelabs/axe-core"
"axobject-query@3.0.1","Apache-2.0","https://github.com/A11yance/axobject-query"
